0.004808, 0.192308, 50
0.019455, 0.292940, 50
0.043857, 0.488053, 50
0.078002, 0.682897, 50
0.121870, 0.877363, 50
0.175438, 1.071346, 50
0.238675, 1.264739, 50
0.311546, 1.457437, 50
0.394013, 1.649334, 50
0.486029, 1.840326, 50
0.587545, 2.030308, 50
0.698504, 2.219175, 50
0.818845, 2.406820, 50
0.943705, 2.497210, 50
1.068265, 2.491209, 50
1.192526, 2.485202, 50
1.316485, 2.479184, 50
1.440142, 2.473152, 50
1.563497, 2.467100, 50
1.686549, 2.461026, 50
1.809295, 2.454925, 50
1.931735, 2.448792, 50
2.053866, 2.442625, 50
2.175687, 2.436419, 50
2.297195, 2.430171, 50
2.418389, 2.423877, 50
2.539266, 2.417535, 50
2.659823, 2.411141, 50
2.780057, 2.404692, 50
2.899967, 2.398187, 50
3.019548, 2.391622, 50
3.138798, 2.384997, 50
3.257713, 2.378309, 50
3.376291, 2.371558, 50
3.494528, 2.364744, 50
3.612422, 2.357866, 50
3.729968, 2.350925, 50
3.847164, 2.343922, 50
3.964007, 2.336860, 50
4.080494, 2.329740, 50
4.196622, 2.322567, 50
4.312390, 2.315345, 50
4.427794, 2.308079, 50
4.542832, 2.300776, 50
4.657505, 2.293442, 50
4.771809, 2.286087, 50
4.885745, 2.278720, 50
4.999312, 2.271351, 50
5.112512, 2.263993, 50
5.225345, 2.256660, 50
5.337813, 2.249364, 50
5.449919, 2.242123, 50
5.561667, 2.234954, 50
5.673061, 2.227874, 50
5.784106, 2.220903, 50
5.894809, 2.214061, 50
6.005177, 2.207369, 50
6.115220, 2.200851, 50
6.224946, 2.194527, 50
6.334367, 2.188422, 50
6.443495, 2.182559, 50
6.552343, 2.176960, 50
6.660926, 2.171650, 50
6.769258, 2.166651, 50
6.877358, 2.161984, 50
6.985241, 2.157671, 50
7.092928, 2.153729, 50
7.200437, 2.150178, 50
7.307788, 2.147032, 50
7.415003, 2.144305, 50
7.522104, 2.142008, 50
7.629111, 2.140149, 50
7.736048, 2.138735, 50
7.842936, 2.137767, 50
7.949799, 2.137247, 50
8.056657, 2.137171, 50
8.163534, 2.137534, 50
8.270450, 2.138327, 50
8.377427, 2.139539, 50
8.484485, 2.141158, 50
8.591643, 2.143167, 50
8.698921, 2.145548, 50
8.806335, 2.148284, 50
8.910078, 2.074855, 50
9.006000, 1.918452, 50
9.093762, 1.755239, 50
9.173336, 1.591472, 50
9.244693, 1.427138, 50
9.307805, 1.262246, 50
9.362647, 1.096827, 50
9.409193, 0.930925, 50
9.447423, 0.764598, 50
9.477318, 0.597910, 50
9.498865, 0.430933, 50
9.512052, 0.263746, 50
9.516874, 0.096429, 50
9.517192, 0.006374, 50
9.517192, 0.000000, 50
